상품종류,단축코드,표준코드,한글종목명,ATM구분,행사가,기초자산 단축코드,기초자산 명
6,C01603380,KR4C01633802,P 202603 380.0,2,380.0,2001,KOSPI200
6,C01603385,KR4C01633851,P 202603 385.0,2,385.0,2001,KOSPI200
6,C01603390,KR4C01633901,P 202603 390.0,2,390.0,2001,KOSPI200
6,C01603395,KR4C01633950,P 202603 395.0,2,395.0,2001,KOSPI200
6,C01603400,KR4C01634008,P 202603 400.0,2,400.0,2001,KOSPI200
6,C01603405,KR4C01634057,P 202603 405.0,2,405.0,2001,KOSPI200
6,C01603410,KR4C01634107,P 202603 410.0,2,410.0,2001,KOSPI200
6,C01603415,KR4C01634156,P 202603 415.0,2,415.0,2001,KOSPI200
6,C01603420,KR4C01634206,P 202603 420.0,2,420.0,2001,KOSPI200
6,C01603425,KR4C01634255,P 202603 425.0,2,425.0,2001,KOSPI200
6,C01603430,KR4C01634305,P 202603 430.0,2,430.0,2001,KOSPI200
6,C01603435,KR4C01634354,P 202603 435.0,2,435.0,2001,KOSPI200
6,C01603440,KR4C01634404,P 202603 440.0,2,440.0,2001,KOSPI200
6,C01603445,KR4C01634453,P 202603 445.0,2,445.0,2001,KOSPI200
6,C01603450,KR4C01634503,P 202603 450.0,2,450.0,2001,KOSPI200
6,C01603455,KR4C01634552,P 202603 455.0,2,455.0,2001,KOSPI200
6,C01603460,KR4C01634602,P 202603 460.0,2,460.0,2001,KOSPI200
6,C01603465,KR4C01634651,P 202603 465.0,2,465.0,2001,KOSPI200
6,C01603470,KR4C01634701,P 202603 470.0,2,470.0,2001,KOSPI200
6,C01603475,KR4C01634750,P 202603 475.0,2,475.0,2001,KOSPI200
6,C01606180,KR4C01661803,P 202606 180.0,3,180.0,2001,KOSPI200
6,C01606190,KR4C01661902,P 202606 190.0,3,190.0,2001,KOSPI200
6,C01606200,KR4C01662009,P 202606 200.0,3,200.0,2001,KOSPI200
6,C01606210,KR4C01662108,P 202606 210.0,3,210.0,2001,KOSPI200
6,C01606220,KR4C01662207,P 202606 220.0,3,220.0,2001,KOSPI200
6,C01606230,KR4C01662306,P 202606 230.0,3,230.0,2001,KOSPI200
6,C01606240,KR4C01662405,P 202606 240.0,3,240.0,2001,KOSPI200
6,C01606250,KR4C01662504,P 202606 250.0,3,250.0,2001,KOSPI200
6,C01606260,KR4C01662603,P 202606 260.0,3,260.0,2001,KOSPI200
6,C01606270,KR4C01662702,P 202606 270.0,3,270.0,2001,KOSPI200
6,C01606280,KR4C01662801,P 202606 280.0,3,280.0,2001,KOSPI200
6,C01606290,KR4C01662900,P 202606 290.0,3,290.0,2001,KOSPI200
6,C01606300,KR4C01663007,P 202606 300.0,3,300.0,2001,KOSPI200
6,C01606310,KR4C01663106,P 202606 310.0,3,310.0,2001,KOSPI200
6,C01606320,KR4C01663205,P 202606 320.0,3,320.0,2001,KOSPI200
6,C01606330,KR4C01663304,P 202606 330.0,3,330.0,2001,KOSPI200
6,C01606340,KR4C01663403,P 202606 340.0,3,340.0,2001,KOSPI200
6,C01606350,KR4C01663502,P 202606 350.0,1,350.0,2001,KOSPI200
6,C01606360,KR4C01663601,P 202606 360.0,2,360.0,2001,KOSPI200
6,C01606370,KR4C01663700,P 202606 370.0,2,370.0,2001,KOSPI200
6,C01606380,KR4C01663809,P 202606 380.0,2,380.0,2001,KOSPI200
6,C01606390,KR4C01663908,P 202606 390.0,2,390.0,2001,KOSPI200
6,C01606400,KR4C01664005,P 202606 400.0,2,400.0,2001,KOSPI200
6,C01606410,KR4C01664104,P 202606 410.0,2,410.0,2001,KOSPI200
6,C01606420,KR4C01664203,P 202606 420.0,2,420.0,2001,KOSPI200
6,C01606430,KR4C01664302,P 202606 430.0,2,430.0,2001,KOSPI200
6,C01606440,KR4C01664401,P 202606 440.0,2,440.0,2001,KOSPI200
6,C01606450,KR4C01664500,P 202606 450.0,2,450.0,2001,KOSPI200
6,C01606460,KR4C01664609,P 202606 460.0,2,460.0,2001,KOSPI200
6,C01606470,KR4C01664708,P 202606 470.0,2,470.0,2001,KOSPI200
6,C01606480,KR4C01664807,P 202606 480.0,2,480.0,2001,KOSPI200
6,C01606490,KR4C01664906,P 202606 490.0,2,490.0,2001,KOSPI200
6,C01606500,KR4C01665002,P 202606 500.0,2,500.0,2001,KOSPI200
6,C01606510,KR4C01665101,P 202606 510.0,2,510.0,2001,KOSPI200
6,C01606520,KR4C01665200,P 202606 520.0,2,520.0,2001,KOSPI200
6,C01612180,KR4C016C1800,P 202612 180.0,3,180.0,2001,KOSPI200
6,C01612190,KR4C016C1909,P 202612 190.0,3,190.0,2001,KOSPI200
6,C01612200,KR4C016C2006,P 202612 200.0,3,200.0,2001,KOSPI200
6,C01612210,KR4C016C2105,P 202612 210.0,3,210.0,2001,KOSPI200
6,C01612220,KR4C016C2204,P 202612 220.0,3,220.0,2001,KOSPI200
6,C01612230,KR4C016C2303,P 202612 230.0,3,230.0,2001,KOSPI200
6,C01612240,KR4C016C2402,P 202612 240.0,3,240.0,2001,KOSPI200
6,C01612250,KR4C016C2501,P 202612 250.0,3,250.0,2001,KOSPI200
6,C01612260,KR4C016C2600,P 202612 260.0,3,260.0,2001,KOSPI200
6,C01612270,KR4C016C2709,P 202612 270.0,3,270.0,2001,KOSPI200
6,C01612280,KR4C016C2808,P 202612 280.0,3,280.0,2001,KOSPI200
6,C01612290,KR4C016C2907,P 202612 290.0,3,290.0,2001,KOSPI200
6,C01612300,KR4C016C3004,P 202612 300.0,3,300.0,2001,KOSPI200
6,C01612310,KR4C016C3103,P 202612 310.0,3,310.0,2001,KOSPI200
6,C01612320,KR4C016C3202,P 202612 320.0,3,320.0,2001,KOSPI200
6,C01612330,KR4C016C3301,P 202612 330.0,3,330.0,2001,KOSPI200
6,C01612340,KR4C016C3400,P 202612 340.0,3,340.0,2001,KOSPI200
6,C01612350,KR4C016C3509,P 202612 350.0,1,350.0,2001,KOSPI200
6,C01612360,KR4C016C3608,P 202612 360.0,2,360.0,2001,KOSPI200
6,C01612370,KR4C016C3707,P 202612 370.0,2,370.0,2001,KOSPI200
6,C01612380,KR4C016C3806,P 202612 380.0,2,380.0,2001,KOSPI200
6,C01612390,KR4C016C3905,P 202612 390.0,2,390.0,2001,KOSPI200
6,C01612400,KR4C016C4002,P 202612 400.0,2,400.0,2001,KOSPI200
6,C01612410,KR4C016C4101,P 202612 410.0,2,410.0,2001,KOSPI200
6,C01612420,KR4C016C4200,P 202612 420.0,2,420.0,2001,KOSPI200
6,C01612430,KR4C016C4309,P 202612 430.0,2,430.0,2001,KOSPI200
6,C01612440,KR4C016C4408,P 202612 440.0,2,440.0,2001,KOSPI200
6,C01612450,KR4C016C4507,P 202612 450.0,2,450.0,2001,KOSPI200
6,C01612460,KR4C016C4606,P 202612 460.0,2,460.0,2001,KOSPI200
6,C01612470,KR4C016C4705,P 202612 470.0,2,470.0,2001,KOSPI200
6,C01612480,KR4C016C4804,P 202612 480.0,2,480.0,2001,KOSPI200
6,C01612490,KR4C016C4903,P 202612 490.0,2,490.0,2001,KOSPI200
6,C01612500,KR4C016C5009,P 202612 500.0,2,500.0,2001,KOSPI200
6,C01612510,KR4C016C5108,P 202612 510.0,2,510.0,2001,KOSPI200
6,C01612520,KR4C016C5207,P 202612 520.0,2,520.0,2001,KOSPI200
6,C01712180,KR4C017C1809,P 202712 180.0,3,180.0,2001,KOSPI200
6,C01712190,KR4C017C1908,P 202712 190.0,3,190.0,2001,KOSPI200
6,C01712200,KR4C017C2005,P 202712 200.0,3,200.0,2001,KOSPI200
6,C01712210,KR4C017C2104,P 202712 210.0,3,210.0,2001,KOSPI200
6,C01712220,KR4C017C2203,P 202712 220.0,3,220.0,2001,KOSPI200
6,C01712230,KR4C017C2302,P 202712 230.0,3,230.0,2001,KOSPI200
6,C01712240,KR4C017C2401,P 202712 240.0,3,240.0,2001,KOSPI200
6,C01712250,KR4C017C2500,P 202712 250.0,3,250.0,2001,KOSPI200
6,C01712260,KR4C017C2609,P 202712 260.0,3,260.0,2001,KOSPI200
6,C01712270,KR4C017C2708,P 202712 270.0,3,270.0,2001,KOSPI200
6,C01712280,KR4C017C2807,P 202712 280.0,3,280.0,2001,KOSPI200
6,C01712290,KR4C017C2906,P 202712 290.0,3,290.0,2001,KOSPI200
6,C01712300,KR4C017C3003,P 202712 300.0,3,300.0,2001,KOSPI200
6,C01712310,KR4C017C3102,P 202712 310.0,3,310.0,2001,KOSPI200
6,C01712320,KR4C017C3201,P 202712 320.0,3,320.0,2001,KOSPI200
6,C01712330,KR4C017C3300,P 202712 330.0,3,330.0,2001,KOSPI200
6,C01712340,KR4C017C3409,P 202712 340.0,3,340.0,2001,KOSPI200
6,C01712350,KR4C017C3508,P 202712 350.0,1,350.0,2001,KOSPI200
6,C01712360,KR4C017C3607,P 202712 360.0,2,360.0,2001,KOSPI200
6,C01712370,KR4C017C3706,P 202712 370.0,2,370.0,2001,KOSPI200
6,C01712380,KR4C017C3805,P 202712 380.0,2,380.0,2001,KOSPI200
6,C01712390,KR4C017C3904,P 202712 390.0,2,390.0,2001,KOSPI200
6,C01712400,KR4C017C4001,P 202712 400.0,2,400.0,2001,KOSPI200
6,C01712410,KR4C017C4100,P 202712 410.0,2,410.0,2001,KOSPI200
6,C01712420,KR4C017C4209,P 202712 420.0,2,420.0,2001,KOSPI200
6,C01712430,KR4C017C4308,P 202712 430.0,2,430.0,2001,KOSPI200
6,C01712440,KR4C017C4407,P 202712 440.0,2,440.0,2001,KOSPI200
6,C01712450,KR4C017C4506,P 202712 450.0,2,450.0,2001,KOSPI200
6,C01712460,KR4C017C4605,P 202712 460.0,2,460.0,2001,KOSPI200
6,C01712470,KR4C017C4704,P 202712 470.0,2,470.0,2001,KOSPI200
6,C01712480,KR4C017C4803,P 202712 480.0,2,480.0,2001,KOSPI200
